question_type,question,prefix,prompt,ground_truth,top_4_tokens,model_answer,image_url
classification,What kind of sauce is in the largest ramekin?,Answer:,Answer with one word: What kind of sauce is in the largest ramekin? What kind of sauce is in the largest ramekin? Answer:,butter,"[""Must"", ""May"", ""But"", ""Gra""]",Must,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
classification,What kind of toppings are on the hot dogs?,Answer:,Answer with one word: What kind of toppings are on the hot dogs? What kind of toppings are on the hot dogs? Answer:,onions,"[""Veg"", ""Car"", ""Rel"", ""Hot""]",Veg,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
classification,What kind of meat is this?,Answer:,Answer with one word: What kind of meat is this? What kind of meat is this? Answer:,hot dog,"[""Hot"", ""Bur"", ""Frank"", ""S""]",Hot,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
classification,What kind of potato are the fries?,Answer:,Answer with one word: What kind of potato are the fries? What kind of potato are the fries? Answer:,sweet,"[""Rus"", ""What"", ""Red"", ""Pur""]",Rus,http://images.cocodataset.org/train2014/COCO_train2014_000000524377.jpg
classification,What kind of plants are these?,Answer:,Answer with one word: What kind of plants are these? What kind of plants are these? Answer:,flowers,"[""Flow"", ""Dead"", ""Ros"", ""Tul""]",Flow,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg
classification,What kind of aircraft is this?,Answer:,Answer with one word: What kind of aircraft is this? What kind of aircraft is this? Answer:,cargo plane,"[""Air"", ""Jet"", ""Prop"", ""Com""]",Air,http://images.cocodataset.org/train2014/COCO_train2014_000000393311.jpg
classification,What kind of lamp is on the floor?,Answer:,Answer with one word: What kind of lamp is on the floor? What kind of lamp is on the floor? Answer:,floor lamp,"[""Table"", ""Des"", ""Bed"", ""Stand""]",Table,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
classification,What kind of hat is the man with the girls wearing?,Answer:,Answer with one word: What kind of hat is the man with the girls wearing? What kind of hat is the man with the girls wearing? Answer:,baseball cap,"[""Baseball"", ""Cap"", ""Fed"", ""Ball""]",Baseball,http://images.cocodataset.org/train2014/COCO_train2014_000000131172.jpg
classification,What kind of celebration is this?,Answer:,Answer with one word: What kind of celebration is this? What kind of celebration is this? Answer:,birthday,"[""Wed"", ""Baby"", ""Ret"", ""Mar""]",Wed,http://images.cocodataset.org/train2014/COCO_train2014_000000000113.jpg
classification,What kind of court is at the edge of the field?,Answer:,Answer with one word: What kind of court is at the edge of the field? What kind of court is at the edge of the field? Answer:,soccer,"[""Tennis"", ""Vol"", ""Basketball"", ""Soccer""]",Tennis,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg
classification,What kind of nut is shown?,Answer:,Answer with one word: What kind of nut is shown? What kind of nut is shown? Answer:,peanut,"[""Wal"", ""Cas"", ""Mac"", ""Sun""]",Wal,http://images.cocodataset.org/train2014/COCO_train2014_000000393379.jpg
classification,What kind of animals are in there?,Answer:,Answer with one word: What kind of animals are in there? What kind of animals are in there? Answer:,cows,"[""Cow"", ""Bull"", ""Cal"", ""What""]",Cow,http://images.cocodataset.org/train2014/COCO_train2014_000000131245.jpg
classification,What kind of siding is on this house?,Answer:,Answer with one word: What kind of siding is on this house? What kind of siding is on this house? Answer:,tile,"[""Vin"", ""Wood"", ""Stu"", ""None""]",Vin,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
classification,What kind of vehicle is the yellow one?,Answer:,Answer with one word: What kind of vehicle is the yellow one? What kind of vehicle is the yellow one? Answer:,truck,"[""Tow"", ""Tax"", ""Tra"", ""Sem""]",Tow,http://images.cocodataset.org/train2014/COCO_train2014_000000283700.jpg
classification,What kind of room is this?,Answer:,Answer with one word: What kind of room is this? What kind of room is this? Answer:,kitchen,"[""Com"", ""Cook"", ""What"", ""This""]",Com,http://images.cocodataset.org/train2014/COCO_train2014_000000393418.jpg
classification,What kind of pizza is this?,Answer:,Answer with one word: What kind of pizza is this? What kind of pizza is this? Answer:,cheese,"[""Che"", ""Veg"", ""Supreme"", ""Marg""]",Che,http://images.cocodataset.org/train2014/COCO_train2014_000000131300.jpg
classification,What kind of trees are in this photo?,Answer:,Answer with one word: What kind of trees are in this photo? What kind of trees are in this photo? Answer:,pine,"[""Ever"", ""Asp"", ""Fir"", ""Spr""]",Ever,http://images.cocodataset.org/train2014/COCO_train2014_000000393480.jpg
classification,What kind of suit is he wearing?,Answer:,Answer with one word: What kind of suit is he wearing? What kind of suit is he wearing? Answer:,swim,"[""Speed"", ""Short"", ""Board"", ""Spe""]",Speed,http://images.cocodataset.org/train2014/COCO_train2014_000000131339.jpg
classification,What kind of passenger does the bus carry?,Answer:,Answer with one word: What kind of passenger does the bus carry? What kind of passenger does the bus carry? Answer:,children,"[""School"", ""Stud"", ""Element"", ""Children""]",School,http://images.cocodataset.org/train2014/COCO_train2014_000000262415.jpg
classification,What kind of id is that?,Answer:,Answer with one word: What kind of id is that? What kind of id is that? Answer:,old id,"[""Phone"", ""Cred"", ""Bar"", ""Cell""]",Phone,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg
classification,What kind of phone is this?,Answer:,Answer with one word: What kind of phone is this? What kind of phone is this? Answer:,pharos,"[""Cell"", ""Phone"", ""What"", ""This""]",Cell,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg
classification,What kind of animal is on the beach?,Answer:,Answer with one word: What kind of animal is on the beach? What kind of animal is on the beach? Answer:,horse,"[""Hor"", ""Dog"", ""Human"", ""Cat""]",Hor,http://images.cocodataset.org/train2014/COCO_train2014_000000131373.jpg
comparison,Which hand holds the umbrella?,Answer:,Answer with one word: Which hand holds the umbrella? Which hand holds the umbrella? Answer:,right,"[""Left"", ""Right"", ""Both"", ""Hand""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000131101.jpg
comparison,Which direction is Brooklyn Ave?,Answer:,Answer with one word: Which direction is Brooklyn Ave? Which direction is Brooklyn Ave? Answer:,north,"[""Right"", ""Left"", ""East"", ""Brook""]",Right,http://images.cocodataset.org/train2014/COCO_train2014_000000131126.jpg
comparison,Which hand is the man holding up?,Answer:,Answer with one word: Which hand is the man holding up? Which hand is the man holding up? Answer:,left,"[""Right"", ""Left"", ""Both"", ""None""]",Right,http://images.cocodataset.org/train2014/COCO_train2014_000000393306.jpg
comparison,Which floor lamp is not lit?,Answer:,Answer with one word: Which floor lamp is not lit? Which floor lamp is not lit? Answer:,one in corner,"[""Right"", ""Left"", ""None"", ""One""]",Right,http://images.cocodataset.org/train2014/COCO_train2014_000000524386.jpg
comparison,Which buses are double deckers?,Answer:,Answer with one word: Which buses are double deckers? Which buses are double deckers? Answer:,0,"[""None"", ""Double"", ""Which"", ""All""]",None,http://images.cocodataset.org/train2014/COCO_train2014_000000000149.jpg
comparison,Which way can you not turn?,Answer:,Answer with one word: Which way can you not turn? Which way can you not turn? Answer:,left,"[""Left"", ""Right"", ""One"", ""Stra""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000393419.jpg
comparison,Which baby is still an infant?,Answer:,Answer with one word: Which baby is still an infant? Which baby is still an infant? Answer:,neither,"[""Left"", ""Right"", ""Baby"", ""Little""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
comparison,Which man is controlling the kite?,Answer:,Answer with one word: Which man is controlling the kite? Which man is controlling the kite? Answer:,no,"[""Man"", ""Right"", ""Middle"", ""One""]",Man,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg
comparison,Which vehicle is the smallest?,Answer:,Answer with one word: Which vehicle is the smallest? Which vehicle is the smallest? Answer:,car,"[""Car"", ""Van"", ""None"", ""T""]",Car,http://images.cocodataset.org/train2014/COCO_train2014_000000131299.jpg
comparison,Which hand is the person holding the phone in?,Answer:,Answer with one word: Which hand is the person holding the phone in? Which hand is the person holding the phone in? Answer:,left,"[""Left"", ""Right"", ""Both"", ""Hand""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000393489.jpg
comparison,Which room is this?,Answer:,Answer with one word: Which room is this? Which room is this? Answer:,bedroom,"[""Bed"", ""Living"", ""Hotel"", ""Bath""]",Bed,http://images.cocodataset.org/train2014/COCO_train2014_000000131352.jpg
comparison,Which two are actually playing?,Answer:,Answer with one word: Which two are actually playing? Which two are actually playing? Answer:,0,"[""Left"", ""Middle"", ""Front"", ""Top""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000131366.jpg
comparison,Which direction is the turn lane going?,Answer:,Answer with one word: Which direction is the turn lane going? Which direction is the turn lane going? Answer:,right,"[""Right"", ""Left"", ""Stra"", ""Down""]",Right,http://images.cocodataset.org/train2014/COCO_train2014_000000262442.jpg
comparison,Which way is the man's hat facing?,Answer:,Answer with one word: Which way is the man's hat facing? Which way is the man's hat facing? Answer:,down,"[""Left"", ""Right"", ""Down"", ""Back""]",Left,http://images.cocodataset.org/train2014/COCO_train2014_000000131376.jpg
person identification,Who made the cock?,Answer:,Answer with one word: Who made the cock? Who made the cock? Answer:,rolex,"[""Pol"", ""Who"", ""Henry"", ""Peter""]",Pol,http://images.cocodataset.org/train2014/COCO_train2014_000000000064.jpg
person identification,Whose logo is on the official's chair?,Answer:,Answer with one word: Whose logo is on the official's chair? Whose logo is on the official's chair? Answer:,wilson,"[""Wilson"", ""Red"", ""Chair"", ""W""]",Wilson,http://images.cocodataset.org/train2014/COCO_train2014_000000262221.jpg
person identification,Who is in the photo?,Answer:,Answer with one word: Who is in the photo? Who is in the photo? Answer:,zebras,"[""People"", ""Anim"", ""Animal"", ""Who""]",People,http://images.cocodataset.org/train2014/COCO_train2014_000000000154.jpg
person identification,Who is going to eat this pizza?,Answer:,Answer with one word: Who is going to eat this pizza? Who is going to eat this pizza? Answer:,people,"[""Man"", ""People"", ""You"", ""Who""]",Man,http://images.cocodataset.org/train2014/COCO_train2014_000000000194.jpg
person identification,Who is the woman the picture on wall?,Answer:,Answer with one word: Who is the woman the picture on wall? Who is the woman the picture on wall? Answer:,none,"[""Mar"", ""Lady"", ""Mary"", ""Woman""]",Mar,http://images.cocodataset.org/train2014/COCO_train2014_000000131312.jpg
person identification,Who is the pilot?,Answer:,Answer with one word: Who is the pilot? Who is the pilot? Answer:,man,"[""Pil"", ""Who"", ""Man"", ""Joe""]",Pil,http://images.cocodataset.org/train2014/COCO_train2014_000000000247.jpg
time-related,What game would you play when you saw this as a child?,Answer:,Answer with one word: What game would you play when you saw this as a child? What game would you play when you saw this as a child? Answer:,tag,"[""She"", ""Cow"", ""Follow"", ""Tag""]",She,http://images.cocodataset.org/train2014/COCO_train2014_000000524375.jpg
time-related,Were people moving when this picture was taken?,Answer:,Answer with one word: Were people moving when this picture was taken? Were people moving when this picture was taken? Answer:,no,"[""Yes"", ""Not"", ""There"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000474858.jpg
